...1,doc_id,adj_token_id,noun_token_id,sentence,adj_token,noun_token,noun_lemma,parse_type,prenominal,adj_lower,dataset,adj_stem,noun_stem,person,session,subject,X
70,8612,5,6,So you have the downstairs back and the the front stairs go up to the can't actually see,downstairs,back,back,adj,TRUE,downstairs,cabnc_utts_udpipe,downstair,back,adult,NA,NA,NA
71,8612,5,6,That's definitely the back door.,back,door,door,adj,TRUE,back,cabnc_utts_udpipe,back,door,adult,NA,NA,NA
72,8644,34,35,Oh I don't know whether I wanted that Bloody hell One two three on the bounce three six eight jack what's that supposed to be And a pair of tens jack queen king Feel alright Bloody man I don't want to see that it's got three on it.,queen,king,king,adj,TRUE,queen,cabnc_utts_udpipe,queen,king,adult,NA,NA,NA
73,8876,3,5,Kind of orange five letters.,orange,letters,letter,adj,FALSE,orange,cabnc_utts_udpipe,orang,letter,adult,NA,NA,NA
74,8976,7,8,Tree or shrub with white of yellow flowers begins in a and ends in a six letters.,yellow,flowers,flowers,adj,TRUE,yellow,cabnc_utts_udpipe,yellow,flower,adult,NA,NA,NA
75,9524,13,15,That's a seven out of ten on her own and the top three top so.,top,top,top,adj,FALSE,top,cabnc_utts_udpipe,top,top,adult,NA,NA,NA
76,9645,4,5,It is a coral reef.,coral,reef,reef,adj,TRUE,coral,cabnc_utts_udpipe,coral,reef,adult,NA,NA,NA
77,10105,19,21,Case the airing cupboard overheats but it says on the spec one airing cupboard when it will have hot water tank and smoke alarm.,hot,tank,tank,adj,FALSE,hot,cabnc_utts_udpipe,hot,tank,adult,NA,NA,NA
78,10107,6,8,In case you let it hot water tank starts playing up.,hot,tank,tank,adj,FALSE,hot,cabnc_utts_udpipe,hot,tank,adult,NA,NA,NA
79,10111,4,5,especially in an upstairs flat.,upstairs,flat,flat,adj,TRUE,upstairs,cabnc_utts_udpipe,upstair,flat,adult,NA,NA,NA
80,10119,30,31,Ha ha and everybody starts running out the door and all you're doing is frying some breakfast or something Burning the toast I'll be dissuaded buying a pussy cat altogether now won't I.,pussy,cat,cat,adj,TRUE,pussy,cabnc_utts_udpipe,pussi,cat,adult,NA,NA,NA
81,10125,16,17,Mm no they wanted to be in but you not hear it no I think pussy cat is gon na be a no no about us you'll have to.,pussy,cat,cat,adj,TRUE,pussy,cabnc_utts_udpipe,pussi,cat,adult,NA,NA,NA
82,10207,23,24,a little bit but not a great deal those gears most of the time as well the ones that we cruise in top gear I don't think that's really for me.,top,gear,gear,adj,TRUE,top,cabnc_utts_udpipe,top,gear,adult,NA,NA,NA
83,10297,10,11,no I don't think we'll have a pussy cat for the foreseeable future not shut up I say it's different if they can go out sharpen their claws on a bit of bark or unless I end up with a goldfish.,pussy,cat,cat,adj,TRUE,pussy,cabnc_utts_udpipe,pussi,cat,adult,NA,NA,NA
84,10303,12,10,dream occasionally in n it strange help is one goldfish is male or female how's one know whether to call it James or Jessica or I haven't the faintest idea how you sex a fish.,male,goldfish,goldfish,adj,FALSE,male,cabnc_utts_udpipe,male,goldfish,adult,NA,NA,NA
85,10493,10,7,Yeah yeah she's a big lady like me solid.,solid,lady,lady,adj,FALSE,solid,cabnc_utts_udpipe,solid,ladi,adult,NA,NA,NA
86,10524,7,8,Or they do and turn a blind eye.,blind,eye,eye,adj,TRUE,blind,cabnc_utts_udpipe,blind,ey,adult,NA,NA,NA
87,10535,3,4,Turn a blind eye don't they.,blind,eye,eye,adj,TRUE,blind,cabnc_utts_udpipe,blind,ey,adult,NA,NA,NA
88,10616,15,17,Past a thousand picture window normally two hundred and forty a pound now only forty eight pounds.,forty,pounds,pound,adj,FALSE,forty,cabnc_utts_udpipe,forti,pound,adult,NA,NA,NA
89,10728,26,27,And I forgot Remind me tomorrow Before I eat anything I think I'd better put some washing in before I go out Are those ankle boots dry.,ankle,boots,boot,adj,TRUE,ankle,cabnc_utts_udpipe,ankl,boot,adult,NA,NA,NA
90,10731,14,16,The boots you've got on Give better support than the ones those flat heeled ones Where did you buy them from For your Achilles' tendon.,flat,ones,one,adj,FALSE,flat,cabnc_utts_udpipe,flat,on,adult,NA,NA,NA
91,10807,37,38,And she came up with all sorts of things that she would like for the the new Wandsbergh development But on a but there's nothing ready of course so th there's there's a giant sundial they're going to have in one of the courtyards and it's a giant one it's it's the the building and the blocks of things in in the in the courtyard that make up the the time,giant,sundial,sundial,adj,TRUE,giant,cabnc_utts_udpipe,giant,sundial,adult,NA,NA,NA
92,10877,8,9,Have you decided where you want this umbrella tree.,umbrella,tree,tree,adj,TRUE,umbrella,cabnc_utts_udpipe,umbrella,tree,adult,NA,NA,NA
93,10957,5,6,Have you locked the back door I thought we were walking.,back,door,door,adj,TRUE,back,cabnc_utts_udpipe,back,door,adult,NA,NA,NA
94,10991,32,33,We've had no sugar all this week Not that you've noticed I made the custard from er sugar cubes And I didn't know how lo how old the sugar cubes were Right,sugar,cubes,cub,adj,TRUE,sugar,cabnc_utts_udpipe,sugar,cube,adult,NA,NA,NA
95,11402,8,12,I would have got fo erm free orange juice free vitamin drops.,orange,drops,drop,adj,FALSE,orange,cabnc_utts_udpipe,orang,drop,adult,NA,NA,NA
96,11477,8,9,and there was a pineapple on the oven door.,oven,door,door,adj,TRUE,oven,cabnc_utts_udpipe,oven,door,adult,NA,NA,NA
97,11511,10,12,And it would be absolutely sacrilegious to to buy hot cross buns.,hot,buns,bun,adj,FALSE,hot,cabnc_utts_udpipe,hot,bun,adult,NA,NA,NA
98,11515,25,26,No there are certain things that I just couldn't do I couldn't buy a Christmas pudding and I couldn't buy a hot cross bun It I think it's too ingrained in me from my grandmother and my mother,hot,cross,cross,adj,TRUE,hot,cabnc_utts_udpipe,hot,cross,adult,NA,NA,NA
99,11527,30,31,All all her clothes came from jumble sales Everything She wa she was buying long after nylon shirts went out of fashion there we there was a pile of nylon shirts and she said I'm I'm just looking to see if this if these will be suitable for daddy I can't remember er she gave me the reason why she wanted these for oh he he he always wears his cuffs out or something,nylon,shirts,shirt,adj,TRUE,nylon,cabnc_utts_udpipe,nylon,shirt,adult,NA,NA,NA
100,11604,26,27,He's brave A man left paralysed from the waist down after a parachuting acce accident two years ago attempts the World's first solo paraplegic sky dive Blimey Perhaps he thinks lightning doesn't strike twice Jeeves and Wooster Screaming Thing Knocked quite a lot in their reviews in the papers I like it And I like Wed anyway.,paraplegic,sky,sky,adj,TRUE,paraplegic,cabnc_utts_udpipe,parapleg,sky,adult,NA,NA,NA
101,11642,17,18,I've I would bake dumplings if you liked them I prefer them baked I like crusty tops on them.,crusty,tops,top,adj,TRUE,crusty,cabnc_utts_udpipe,crusti,top,adult,NA,NA,NA
102,11672,13,14,It's my body Betty's Betty has lived on they had roast beef for Christmas because they'd eaten no red meat for so long.,roast,beef,beef,adj,TRUE,roast,cabnc_utts_udpipe,roast,beef,adult,NA,NA,NA
103,11672,22,23,It's my body Betty's Betty has lived on they had roast beef for Christmas because they'd eaten no red meat for so long.,red,meat,meat,adj,TRUE,red,cabnc_utts_udpipe,red,meat,adult,NA,NA,NA
104,11713,5,6,I would like some quarry tiles on there but we can't get any of the narrow ones they've got a curved edge.,quarry,tiles,tile,adj,TRUE,quarry,cabnc_utts_udpipe,quarri,tile,adult,NA,NA,NA
105,11722,15,16,The only thing you could do is get the you know that kind of plastic edging you can get for wall tiles.,plastic,edging,edging,adj,TRUE,plastic,cabnc_utts_udpipe,plastic,edg,adult,NA,NA,NA
106,11729,7,8,You can get them in the square ones the six by six but I wa I wanted the way we worked it out eight by four would work out more economical.,square,ones,one,adj,TRUE,square,cabnc_utts_udpipe,squar,on,adult,NA,NA,NA
107,11731,12,13,Cos eventually I wouldn't mind the kitchen having quarry qua quarry tiles.,quarry,tiles,tile,adj,TRUE,quarry,cabnc_utts_udpipe,quarri,tile,adult,NA,NA,NA
108,11810,3,4,Well the back wall looks wet.,back,wall,wall,adj,TRUE,back,cabnc_utts_udpipe,back,wall,adult,NA,NA,NA
109,11812,10,3,All the shirts I didn't it was so bright and windy so I put another lot in after that lot came out it'll be only be T-shirts I'll have in the dryer when they finish off.,bright,shirts,shirt,adj,FALSE,bright,cabnc_utts_udpipe,bright,shirt,adult,NA,NA,NA
110,11821,30,31,And in fact when the river rises they it drops down onto that house and the house next door Anyway I saw that everything was up the doors the back door was open the front door was open there was everything up from downstairs and must be awful.,back,door,door,adj,TRUE,back,cabnc_utts_udpipe,back,door,adult,NA,NA,NA
111,11889,5,6,I don't like hot food ever.,hot,food,food,adj,TRUE,hot,cabnc_utts_udpipe,hot,food,adult,NA,NA,NA
112,11898,8,9,When she's used to eating red hot curries.,hot,curries,curry,adj,TRUE,hot,cabnc_utts_udpipe,hot,curri,adult,NA,NA,NA
113,11920,48,49,and er I went her mother and father were with her and I just really went in up and down the stairs and they went upstairs and they they shouted oh Ann Come and look at this And er in the back I think it was the back bedroom there was a a light switch and the wiring was sort of hanging from from the switch,back,bedroom,bedroom,adj,TRUE,back,cabnc_utts_udpipe,back,bedroom,adult,NA,NA,NA
114,11972,22,23,They park their car just beside Doug's house I don't see them very much they tend to use the back door and sort of come out and then go down.,back,door,door,adj,TRUE,back,cabnc_utts_udpipe,back,door,adult,NA,NA,NA
115,12189,5,6,And Joy got the red squirrel so at er when I was out.,red,squirrel,squirrel,adj,TRUE,red,cabnc_utts_udpipe,red,squirrel,adult,NA,NA,NA
116,12199,9,10,But that's not where we saw the red squirrel.,red,squirrel,squirrel,adj,TRUE,red,cabnc_utts_udpipe,red,squirrel,adult,NA,NA,NA
117,12225,10,11,but from the time they moved in she noticed red squirrels.,red,squirrels,squirrel,adj,TRUE,red,cabnc_utts_udpipe,red,squirrel,adult,NA,NA,NA
118,12256,6,7,So did you say the yellow leaves on this umbrella tree are due to.,yellow,leaves,leave,adj,TRUE,yellow,cabnc_utts_udpipe,yellow,leav,adult,NA,NA,NA
119,12317,18,19,When we fed them before the winter we gave them proper er fertilizer for things that need acid soil.,acid,soil,soil,adj,TRUE,acid,cabnc_utts_udpipe,acid,soil,adult,NA,NA,NA
120,12319,16,15,I know they can be affected by wind and frost and it turns the leaves brown and kills off the buds but why is only one affected And as soon as it's.,brown,leaves,leave,adj,FALSE,brown,cabnc_utts_udpipe,brown,leav,adult,NA,NA,NA
121,12357,5,12,Oh we've had frost we haven't any early morning sun anyway Thank you.,frost,sun,sun,adj,FALSE,frost,cabnc_utts_udpipe,frost,sun,adult,NA,NA,NA
122,12370,2,4,Small dark green leaves.,dark,leaves,leave,adj,FALSE,dark,cabnc_utts_udpipe,dark,leav,adult,NA,NA,NA
123,12370,3,4,Small dark green leaves.,green,leaves,leave,adj,TRUE,green,cabnc_utts_udpipe,green,leav,adult,NA,NA,NA
124,12404,15,13,Yeah but that'll be like a tunnel you know when the wind's blowing because the wind hits our front.,blowing,wind,wind,adj,FALSE,blowing,cabnc_utts_udpipe,blow,wind,adult,NA,NA,NA
125,12705,7,8,Yeah her sister's got slightly lighter hair than than Shirley had.,lighter,hair,hair,adj,TRUE,lighter,cabnc_utts_udpipe,lighter,hair,adult,NA,NA,NA
126,12763,17,18,one night when Paul came up and I wasn't asleep and I saw like this bright light.,bright,light,light,adj,TRUE,bright,cabnc_utts_udpipe,bright,light,adult,NA,NA,NA
127,12827,6,7,I do I like the yellow ones it it just said.,yellow,ones,one,adj,TRUE,yellow,cabnc_utts_udpipe,yellow,on,adult,NA,NA,NA
128,12910,21,19,They're quite good it looks better than them for office don't it they're dual power battery and solar.,solar,battery,battery,adj,FALSE,solar,cabnc_utts_udpipe,solar,batteri,adult,NA,NA,NA
129,12914,11,12,Yeah I suppose like if you're not in any bright lights you can have it on the battery.,bright,lights,light,adj,TRUE,bright,cabnc_utts_udpipe,bright,light,adult,NA,NA,NA
130,13149,4,6,David had a prawn salad sandwich and a cheese and onion sandwich and I'm not kidding you the sandwich was like that they just filled it and it was.,prawn,sandwich,sandwich,adj,FALSE,prawn,cabnc_utts_udpipe,prawn,sandwich,adult,NA,NA,NA
131,13209,9,10,Yeah do it what type Do you want crusty rolls.,crusty,rolls,roll,adj,TRUE,crusty,cabnc_utts_udpipe,crusti,roll,adult,NA,NA,NA
132,13235,5,6,Get a bit of brown sauce and tomato sauce heat them up on that.,brown,sauce,sauce,adj,TRUE,brown,cabnc_utts_udpipe,brown,sauc,adult,NA,NA,NA
133,13250,4,5,They're like lead boots go nah.,lead,boots,boot,adj,TRUE,lead,cabnc_utts_udpipe,lead,boot,adult,NA,NA,NA
134,13425,7,8,Sixty four P there on the top shelve in those brown baskets cos there's the set of there's the three at the top and three in the middle.,top,shelve,shelve,adj,TRUE,top,cabnc_utts_udpipe,top,shelv,adult,NA,NA,NA
135,13425,11,12,Sixty four P there on the top shelve in those brown baskets cos there's the set of there's the three at the top and three in the middle.,brown,baskets,basket,adj,TRUE,brown,cabnc_utts_udpipe,brown,basket,adult,NA,NA,NA
136,13434,9,10,Yeah and it of course it was an icy road when he went through there it was your side's not working for some reason.,icy,road,road,adj,TRUE,icy,cabnc_utts_udpipe,ici,road,adult,NA,NA,NA
137,13438,15,16,With your dad yeah yeah cos it's now we've got to order red paint he didn't get any red because he didn't honestly think well it didn't he didn't know he'd need it.,red,paint,paint,adj,TRUE,red,cabnc_utts_udpipe,red,paint,adult,NA,NA,NA
138,13701,18,19,That big pussy cat wild thing I think I love you what is it It's a pussy cat isn't it.,pussy,cat,cat,adj,TRUE,pussy,cabnc_utts_udpipe,pussi,cat,adult,NA,NA,NA
139,13723,19,20,Princey and Dukey here are mum you'll probably do it better than me Prince and Duke and pussy cats.,pussy,cats,cat,adj,TRUE,pussy,cabnc_utts_udpipe,pussi,cat,adult,NA,NA,NA
140,13728,4,5,Are you taking teddy home.,teddy,home,home,adj,TRUE,teddy,cabnc_utts_udpipe,teddi,home,adult,NA,NA,NA
141,13747,8,9,Where's it gone Rebecca Where's pussy cat.,pussy,cat,cat,adj,TRUE,pussy,cabnc_utts_udpipe,pussi,cat,adult,NA,NA,NA
142,13754,42,44,Come home to Rebecca you tell daddy ask daddy if he's alright you do it alright you alright say bye bye bye bye say bye bye to daddy ooh bye bye daddy say bye bye to daddy you alright yes daddy alright daddy alright what's in there,daddy,daddy,daddy,adj,FALSE,daddy,cabnc_utts_udpipe,daddi,daddi,adult,NA,NA,NA
143,13754,21,22,Let's have a look at your book ooh Rebecca ooh three little kittens three little kittens look at the pussy cats what are they pussy cats Yeah a bird isn't it that's a bird that's a cat and that's a mitten yeah its feet its feet yeah feet what's that His tail is that pussy's tail Ooh some more pussy cats what's that one Boogie boogie ooh you're dancing you clever girl ooh Ribena Berries look at the horse Rebecca the horse.,pussy,cats,cat,adj,TRUE,pussy,cabnc_utts_udpipe,pussi,cat,adult,NA,NA,NA
144,13754,26,27,Let's have a look at your book ooh Rebecca ooh three little kittens three little kittens look at the pussy cats what are they pussy cats Yeah a bird isn't it that's a bird that's a cat and that's a mitten yeah its feet its feet yeah feet what's that His tail is that pussy's tail Ooh some more pussy cats what's that one Boogie boogie ooh you're dancing you clever girl ooh Ribena Berries look at the horse Rebecca the horse.,pussy,cats,cat,adj,TRUE,pussy,cabnc_utts_udpipe,pussi,cat,adult,NA,NA,NA
145,13754,68,69,Let's have a look at your book ooh Rebecca ooh three little kittens three little kittens look at the pussy cats what are they pussy cats Yeah a bird isn't it that's a bird that's a cat and that's a mitten yeah its feet its feet yeah feet what's that His tail is that pussy's tail Ooh some more pussy cats what's that one Boogie boogie ooh you're dancing you clever girl ooh Ribena Berries look at the horse Rebecca the horse.,pussy,cats,cat,adj,TRUE,pussy,cabnc_utts_udpipe,pussi,cat,adult,NA,NA,NA
146,13766,14,15,you're horrible you you are you're just horrible look at that bottom lip.,bottom,lip,lip,adj,TRUE,bottom,cabnc_utts_udpipe,bottom,lip,adult,NA,NA,NA
147,13800,14,15,Nice paper int it Has it got a name and address on the top corner is.,top,corner,corner,adj,TRUE,top,cabnc_utts_udpipe,top,corner,adult,NA,NA,NA
148,13905,14,16,Now you surprise me cos I would have thought cos you always went round holding hands and looked so happy.,round,hands,hand,adj,FALSE,round,cabnc_utts_udpipe,round,hand,adult,NA,NA,NA
149,14218,12,13,Erm well even if I get well if I get erm ski pants.,ski,pants,pants,adj,TRUE,ski,cabnc_utts_udpipe,ski,pant,adult,NA,NA,NA
150,14224,5,6,And erm and the ski pants were twenty five pound so if I spent twenty two there and twenty five that's forty seven.,ski,pants,pants,adj,TRUE,ski,cabnc_utts_udpipe,ski,pant,adult,NA,NA,NA
