adjective,noun,mean
kid,movie,3.3333333333333335
kid,person,3
kid,ride,3.6666666666666665
kid,scissors,2.75
kid,slide,4
kid,toy,5.666666666666667
kids,block,3
kids,dance,3.3333333333333335
kids,day,3
kids,honey,2
king,man,2
kiss,day,2
kiss,night,3
kissing,hand,2.5
kitchen,counter,3
kitchen,door,2.6666666666666665
kitchen,floor,4
kitchen,light,3.5
kitchen,net,2.3333333333333335
kitchen,sink,4.666666666666667
kitchen,table,3
kitchen,water,4
kitchen,window,3.6666666666666665
kitty,cat,5.333333333333333
kitty,honey,1
kitty,litter,4
knee,joint,3.5
knife,edge,2
knight,costume,2.6666666666666665
knight,dragon,1.5
knitting,basket,2.5
knock,knock,4.333333333333333
knuckle,head,2
lace,cover,2.6666666666666665
lace,curtain,3
lacing,piece,2
lacrosse,stick,2.6666666666666665
ladies,mother,2.25
ladies,toilet,4
lady,bug,3
lady,car,2.3333333333333335
lady,song,3
lady,toy,2
ladybug,toy,2.25
land,horse,7
land,motorway,6
laser,beam,3
laughing,baby,3.5
laundry,basket,3
lava,ride,1
lawn,mower,6
lawn,person,2
lead,boot,1.6666666666666667
lead,picture,2.3333333333333335
leaf,cake,2.3333333333333335
leaf,pile,2.75
leather,case,3.3333333333333335
leather,coat,3
leather,jacket,3
leg,bone,3.6666666666666665
leg,guy,3
leg,room,1
lego,boy,2
lego,girl,2.3333333333333335
lego,person,2.5
lemon,chicken,2
lemon,juice,2.6666666666666665
lemon,skin,2
lemon,soda,2.75
leopard,seal,2
letter,block,2.6666666666666665
letter,box,3
letter,factory,2.5
letter,home,2
letter,puzzle,2.6666666666666665
letter,side,1.3333333333333333
letter,tile,2
lettuce,shell,2.25
library,book,3.25
library,picture,2.3333333333333335
library,ticket,1.6666666666666667
library,tray,2.3333333333333335
licorice,snack,2.75
light,ball,3.75
light,beam,3
light,bulb,5.666666666666667
light,car,2
light,flashing,3
light,grate,2.5
light,green,3.5
light,hair,3.3333333333333335
light,horse,2.3333333333333335
light,lunch,3.25
light,one,2.6666666666666665
light,orange,3
light,saber,1.6666666666666667
light,switch,4
light,weight,3.3333333333333335
light,wood,3
lighter,colors,3.6666666666666665
lighter,hair,3.5
lighter,purple,3
lighter,snack,3.3333333333333335
lighting,hallway,3
lilac,jade,3
lily,pad,4
linen,closet,4.5
lion,dung,2.5
lip,stick,3.3333333333333335
list,list,7
litter,tray,2.3333333333333335
liver,oil,1.6666666666666667
lizard,mom,1.6666666666666667
loaf,pan,3
lobster,hat,1.6666666666666667
lobster,pot,2
lock,stock,3
locked,closet,3
locked,door,4.5
locked,gate,4
locomotive,car,2.3333333333333335
log,book,2.3333333333333335
log,car,1.6666666666666667
lollipop,stick,2.75
lollipop,wand,2
lounge,window,2.6666666666666665
lunch,bag,3.75
lunch,box,2.6666666666666665
lunch,break,4.5
lunch,plate,3.6666666666666665
macaroni,cheese,3.25
machine,chap,1.6666666666666667
machine,gun,2.5
machine,smock,1.5
machinery,catalogue,2.6666666666666665
mackerel,fishing,2.3333333333333335
magazine,rack,3.3333333333333335
magnet,toy,2
magnet,wave,3
mail,box,4
mail,card,2.3333333333333335
mail,person,2.6666666666666665
mail,truck,2.6666666666666665
mail,uniform,3.3333333333333335
male,goldfish,3.75
male,lead,4
mama,bear,3
mama,dad,1
mama,deer,3.5
mama,duck,4.5
mama,elephant,3.6666666666666665
mama,food,3
mama,hat,1.6666666666666667
mama,lion,3.5
mama,rabbit,3
man,book,2.5
man,face,3.6666666666666665
man,house,2.6666666666666665
man,mum,1.3333333333333333
man,village,4.5
manor,ground,2.3333333333333335
mantel,fire,2.5
manual,gear,3.6666666666666665
maple,bar,3.3333333333333335
maple,sugar,4
maple,syrup,4.333333333333333
marble,arch,2.6666666666666665
marble,fire,1
marble,flooring,2.5
marble,hearth,2.3333333333333335
marble,painting,2
marble,roll,2.3333333333333335
marine,tank,2
marker,paper,2
market,board,2
market,day,3.25
market,stall,3.25
marmalade,fish,2
mashed,potato,3
mashed,skin,1.6666666666666667
massage,table,2.75
matchbox,car,2.5
material,flower,2.6666666666666665
mauve,ring,2.5
meadow,walk,3
meal,bread,3
meal,cake,2
meal,guy,2.6666666666666665
meal,porridge,5.5
meat,horse,2
meat,pie,3.5
meat,sandwich,5
meatball,dinner,2.6666666666666665
mechanic,shop,2.3333333333333335
medication,honey,2.5
melon,ball,2.3333333333333335
men,guy,3
mermaid,fox,1
mermaid,hole,1
mermaid,leg,1.5
message,machine,2.6666666666666665
metal,bath,2
metal,clip,3.6666666666666665
metal,door,3.3333333333333335
metal,edge,3.5
metal,piece,3
metal,plate,3
metal,tie,1.5
metallic,bronze,5
meteor,crater,2.3333333333333335
microscope,spotlight,2
microwave,film,1.5
microwave,lid,2.25
military,person,3
military,police,3.5
milk,bar,1.75
milk,bottle,3
milk,cow,4.5
milk,fry,1
milk,jug,3.6666666666666665
milk,man,1.6666666666666667
milk,mustache,2
milk,pint,3
milk,pitcher,3
milk,shake,4
mince,pie,3.5
mirror,piece,2.3333333333333335
mirror,show,1
mirror,tile,2.3333333333333335
mitt,honey,1
mitten,back,1.6666666666666667
mitten,mom,2
mitten,tree,1.6666666666666667
model,girl,2
moist,soil,5
molasses,swamp,1
mom,baby,1
mommy,baby,1
mommy,bear,3
mommy,bird,3
mommy,car,2
mommy,cat,4
mommy,chair,3
mommy,chin,4
mommy,colors,3.5
mommy,cup,2
mommy,daddy,1
mommy,deer,3
mommy,doggie,3.25
mommy,duck,3.6666666666666665
mommy,elephant,3.3333333333333335
mommy,fish,3
mommy,glasses,2.6666666666666665
mommy,goat,3.3333333333333335
mommy,hair,2.75
mommy,hand,3.3333333333333335
mommy,home,2.6666666666666665
mommy,horse,4.5
mommy,kiss,3
mommy,lion,3.5
mommy,mouth,3.6666666666666665
mommy,movie,2
mommy,parrot,2.6666666666666665
mommy,phone,2.5
mommy,pincher,3
mommy,room,2
mommy,shoe,3
mommy,sleeping,2.6666666666666665
mommy,sneeze,2.5
mommy,squirrel,3
mommy,talk,2.3333333333333335
mommy,tiger,3
mommy,worm,3
money,broker,3.3333333333333335
money,card,2.6666666666666665
money,machine,2.3333333333333335
money,tree,1.3333333333333333
monkey,bar,2.3333333333333335
monkey,bear,1.5
monkey,dance,1.6666666666666667
monkey,whisper,1
moon,beam,3.6666666666666665
moon,game,1.6666666666666667
moon,rover,2
mop,head,2.3333333333333335
mother,alligator,3.3333333333333335
mother,bear,3.6666666666666665
mother,pig,3.75
mother,stone,1.5
motor,bridge,3.5
motor,car,6
motor,caravan,3.6666666666666665
motorway,bridge,4
mountain,bike,3
mouse,driver,2
mouse,ear,2.5
movie,camera,2.6666666666666665
movie,channel,3.25
movie,puppet,3
movie,theater,4.333333333333333
mower,guy,2.5
mucus,sack,2
mud,color,2.5
mud,line,2
mud,pie,1.75
mud,pile,3.5
mud,pit,2.5
mud,pool,2.25
mud,pot,3
mud,puddle,4
mud,room,2.5
mud,squirt,2
mud,trail,3
mud,truck,2.6666666666666665
mud,water,2.3333333333333335
muffin,man,2
muffin,pan,2.75
mulberry,bush,4
mulberry,tree,2.5
multicolored,sign,3.75
mummy,shout,1
mural,show,1.6666666666666667
muscle,man,2.3333333333333335
muscle,tissue,3.5
music,book,3
music,box,3
music,hall,3
music,instrument,5.666666666666667
music,note,3.25
music,room,2.6666666666666665
music,toy,2.6666666666666665
mutant,peacock,1.3333333333333333
mutant,toy,3.5
mutton,head,2
nail,cut,2.3333333333333335
nail,polish,4.5
naked,baby,3
naked,bear,3.6666666666666665
naked,butt,3
naked,child,3
naked,girl,2.6666666666666665
naked,mole,2.3333333333333335
naked,person,3.6666666666666665
nanny,training,2
nap,baby,5
nap,video,2
navy,coat,2.5
navy,shorts,3
navy,skirt,3
navy,stripe,2.3333333333333335
navy,sweater,2
neighbor,baby,3.6666666666666665
net,curtain,2.5
netting,sandwich,1
night,air,4
night,armadillo,2.6666666666666665
night,bear,2
night,bird,3
night,cow,1.6666666666666667
night,crawler,2.6666666666666665
night,cream,2.5
night,dress,2.6666666666666665
night,girl,2.5
night,gown,3
night,kiss,3
night,light,3
night,mama,3
night,moon,7
night,plane,2.6666666666666665
night,princess,2
night,raccoon,5
night,school,2.75
night,shirt,3
night,sign,2.5
night,sky,4.5
night,spider,2.5
night,star,5.333333333333333
nights,bed,5
ninja,turtle,2.3333333333333335
noodle,soup,3.75
noodle,worm,2
north,king,2
north,pole,3
north,wind,3
nose,cone,2
nose,guy,2
note,card,3
nursery,school,3.3333333333333335
nut,juice,3
nylon,bag,3.75
nylon,shirt,3.5
oak,chest,3
oak,tree,3.5
oat,meal,2
oat,porridge,5.333333333333333
oatmeal,bath,2
oatmeal,bite,1.6666666666666667
oatmeal,bowl,3
oatmeal,breakfast,3.25
oatmeal,cookie,3.6666666666666665
oatmeal,pie,3
oatmeal,raisin,3.5
ocean,animal,3.5
ocean,book,2
ocean,floor,2.3333333333333335
ocean,honey,1.5
ocean,ship,4.666666666666667
ocean,train,1.5
ocean,wave,4.5
ocean,world,1.5
octopus,show,2
octopus,spying,1
octopus,talon,1
octopus,tentacle,4.666666666666667
octopus,tickle,1.5
octopus,video,2.25
office,chair,4
office,clerk,4.666666666666667
office,girl,3
office,group,3.5
office,key,3
office,phone,3.6666666666666665
ogre,lady,1
ogre,saw,1.5
ogre,wife,1.6666666666666667
oil,barrel,2.75
oil,filter,3
oil,pot,3
oil,taste,3
olive,green,2.3333333333333335
olive,oil,3
one,octopus,7
one,piece,3
onion,gravy,3
onion,ring,2.3333333333333335
onion,sandwich,2.3333333333333335
onion,skin,2.3333333333333335
onion,stuffing,3
orange,angelfish,3.3333333333333335
orange,animal,2.3333333333333335
orange,apple,1
orange,arm,1.3333333333333333
orange,baby,1.3333333333333333
orange,bag,2.5
orange,ball,2.25
orange,balloon,3
orange,bead,3
orange,beak,4.333333333333333
orange,bean,1.3333333333333333
orange,belt,2.3333333333333335
orange,bird,2
orange,block,3
orange,boat,3
orange,box,2.75
orange,broom,2
orange,bud,2.3333333333333335
orange,bug,3
orange,button,2.3333333333333335
orange,cake,3.3333333333333335
orange,car,2
orange,carrot,6.5
orange,cat,3
orange,circle,2.75
orange,collection,1.5
orange,color,2.6666666666666665
orange,colors,3
orange,container,2.6666666666666665
orange,corner,2
orange,cracker,2.5
orange,crayon,3.25
orange,cutter,2
orange,day,1.6666666666666667
orange,dinosaur,2.3333333333333335
orange,dot,3
orange,drop,2.3333333333333335
orange,ear,1.6666666666666667
orange,egg,1.5
orange,eye,1.6666666666666667
orange,finger,2
orange,fish,3
orange,flag,3
orange,flower,3
orange,frog,2
orange,frosting,2.6666666666666665
orange,glasses,2
orange,green,2
orange,grey,2
orange,guy,1.6666666666666667
orange,hamster,2.6666666666666665
orange,hand,1.3333333333333333
orange,hat,2.75
orange,heart,1.6666666666666667
orange,hippo,1
orange,juice,3.5
orange,kitten,3
orange,kitty,3.6666666666666665
orange,leaf,2.75
orange,leaflet,2.25
orange,leg,2.3333333333333335
orange,letter,2.25
orange,lip,2
orange,macaroni,3.25
orange,mango,5
orange,marmalade,4
orange,monkey,2
orange,necklace,2.3333333333333335
orange,noodle,2
orange,nose,1.3333333333333333
orange,packet,2.75
orange,paint,3
orange,pants,2
orange,peach,5.666666666666667
orange,peel,3.5
orange,pentagon,2.3333333333333335
orange,piece,2.3333333333333335
orange,planet,2.6666666666666665
orange,plant,2.3333333333333335
orange,pop,3
orange,pumpkin,6.25
orange,purple,2
orange,rain,1.6666666666666667
orange,rock,2.25
orange,scissors,2.6666666666666665
orange,screw,2
orange,sequin,2.6666666666666665
orange,shirt,3
orange,shovel,2.25
orange,skin,2.6666666666666665
orange,skittle,3
orange,slice,2
orange,sneeze,1
orange,soda,3
orange,square,2.3333333333333335
orange,squid,1.5
orange,star,2.3333333333333335
orange,sticker,2.3333333333333335
orange,structure,2
orange,sugar,1.5
orange,suit,2.6666666666666665
orange,sunset,3
orange,sweater,2
orange,sword,2.3333333333333335
orange,tail,2
orange,taste,2.3333333333333335
orange,tea,2.6666666666666665
orange,tiger,5.333333333333333
orange,tower,2.3333333333333335
orange,tractor,3
orange,train,2.6666666666666665
orange,tree,2
orange,truck,2.6666666666666665
orange,tube,2.6666666666666665
orange,tummy,1.6666666666666667
orange,wall,2.5
orange,zebra,1
organ,pipe,2.25
ostrich,egg,2
ostrich,leg,2
outdoor,art,3
outfit,girl,1.5
outhouse,door,2.3333333333333335
outside,basket,2.6666666666666665
outside,bird,5.666666666666667
outside,building,7
outside,edge,4
outside,guy,2.6666666666666665
outside,hallway,3
outside,honey,1
outside,house,4.666666666666667
outside,kitty,3
outside,lane,4.25
outside,line,3.25
outside,mama,3
outside,mom,3.3333333333333335
outside,mommy,3
outside,person,3.3333333333333335
outside,piece,3.25
outside,rocket,6.333333333333333
outside,room,2.3333333333333335
outside,shell,5
outside,shoe,3
outside,soccer,6
outside,tap,2
outside,theater,2
outside,toilet,2.3333333333333335
outside,toy,3.25
outside,truck,5
outside,wind,4.75
outside,window,3.3333333333333335
outside,world,5
oval,ball,2.5
oval,circle,4.333333333333333
oval,face,3.3333333333333335
oval,piece,2.25
oval,triangle,1.3333333333333333
oven,door,2.6666666666666665
oven,mitt,3
oven,top,3
owl,book,2
ox,tail,2.6666666666666665
oyster,cracker,3
paddle,driver,2
paddle,game,2.3333333333333335
paddle,wheel,2.3333333333333335
page,book,2
page,boy,3
page,moderator,2.3333333333333335
page,mom,1
paint,brush,4.75
paint,can,2
paint,drip,2.3333333333333335
paint,plaster,3.5
paint,shirt,2
paint,stamping,2
paint,tray,2.5
painting,bib,2
painting,shirt,2.25
panda,bear,3.3333333333333335
panel,game,2.5
panel,radiator,2.3333333333333335
pant,leg,3.3333333333333335
paper,airplane,2.6666666666666665
paper,bag,3
paper,boy,2.3333333333333335
paper,cup,3.5
paper,cut,2.75
paper,model,2
paper,plate,3
paper,shop,2
paper,sticker,3.5
paper,towel,4
parent,girl,2
park,car,1.5
park,parade,2.6666666666666665
parmesan,cheese,3.5
passenger,car,4.333333333333333
passenger,train,4.333333333333333
pastel,pink,4
path,hedge,3.25
patio,barbecue,3.75
patio,door,3
pattern,hole,1.5
pavement,chair,1.3333333333333333
paw,print,3
pea,pod,3
peach,cobbler,4.666666666666667
peach,juice,2.6666666666666665
peach,material,1.5
peacock,body,2
peacock,feather,3.25
peanut,butter,3
pear,juice,2
pear,skin,1.6666666666666667
pear,tree,2.75
pear,yogurt,2
pearl,ribbon,2
pecan,cluster,3.5
pee,diaper,3.3333333333333335
pee,pod,2
peg,leg,3
pelican,crossing,1
pencil,box,2.6666666666666665
pencil,case,2.6666666666666665
pencil,eraser,5
pencil,sharpener,4.666666666666667
pencil,show,1.5
penguin,body,2.3333333333333335
penny,packet,2
people,doll,4
people,group,3.6666666666666665
people,kid,2.6666666666666665
people,money,4.75
people,rug,2
people,town,6.5
people,zombie,4.666666666666667
peppermint,candy,3
pepperoni,pizza,4.25
person,doggie,1
person,game,3
person,green,1
person,man,5
pest,attack,3
pet,cage,4
pet,food,3.6666666666666665
pet,shop,3
pet,store,2.3333333333333335
pet,toy,3
petrol,account,2.3333333333333335
petrol,station,4.333333333333333
petrol,tank,3.6666666666666665
phone,bill,4.333333333333333
phone,box,2.6666666666666665
phone,call,5.5
phone,card,3
phone,line,3.6666666666666665
phone,ring,2.6666666666666665
photo,album,5
piano,bench,3.3333333333333335
piano,piece,2
piano,player,3
pickle,sandwich,2.5
picnic,basket,3.5
picnic,bench,3
picnic,blanket,3.75
picnic,food,2.3333333333333335
picnic,meal,2.3333333333333335
picnic,patch,1.5
picnic,table,3
picture,book,4
picture,card,3
picture,frame,5
picture,honey,1
picture,hook,3
picture,rail,1.5
picture,wall,3
picture,window,3
pie,baking,2.5
pie,chip,1
piece,point,2
piece,puzzle,2.5
pig,boil,1.6666666666666667
pig,roll,1.5
pigeon,outfit,1
pigeon,shit,2.3333333333333335
piggy,bank,3
piggy,ride,3
piggy,toe,2
pile,driver,2
pill,box,2.5
pill,pen,1
pillar,box,2
pine,needle,4.25
pine,tree,2.6666666666666665
pineapple,juice,3.75
pink,bag,2.3333333333333335
pink,ball,3
pink,balloon,2.5
pink,bank,2
pink,bear,1.3333333333333333
pink,bird,2
pink,blanket,2.3333333333333335
pink,block,2.5
pink,boot,2.6666666666666665
pink,bottle,3
pink,bottom,3.6666666666666665
pink,box,3
pink,brush,3.25
pink,bubblegum,5
pink,cap,2
pink,car,2.6666666666666665
pink,carpet,2.3333333333333335
pink,chair,2.3333333333333335
pink,clothes,2.6666666666666665
pink,cloud,1.6666666666666667
pink,coat,3
pink,collar,2.5
pink,color,2
pink,cookie,2.5
pink,corner,2
pink,crayon,2.6666666666666665
pink,cup,2.5
pink,diamond,2.25
pink,dinosaur,1.6666666666666667
pink,door,2
pink,dot,3
pink,dragon,1.3333333333333333
pink,dress,2.75
pink,ear,2.6666666666666665
pink,edge,2
pink,elephant,1
pink,eye,2.5
pink,eyeball,2
pink,fan,2
pink,flamingo,6.25
pink,flower,3
pink,frosting,3
pink,fur,2.3333333333333335
pink,girl,2.5
pink,hair,2.3333333333333335
pink,hat,2
pink,heart,4.333333333333333
pink,hippo,1.6666666666666667
pink,honey,1.3333333333333333
pink,juice,2.5
pink,kitty,1.6666666666666667
pink,leg,1.6666666666666667
pink,lemonade,4.5
pink,limousine,2
pink,lip,4
pink,lipstick,4.333333333333333
pink,lollypop,3
pink,makeup,2.5
pink,marker,3
pink,milk,2
pink,mirror,2
pink,mom,3
pink,noodle,1.6666666666666667
pink,nose,2
pink,one,1.5
pink,orange,1
pink,oval,2.5
pink,paint,2.75
pink,pants,2.3333333333333335
pink,paper,2
pink,phone,2.3333333333333335
pink,pickle,1.25
pink,piece,2.3333333333333335
pink,pig,5.666666666666667
pink,piggy,5.5
pink,pillow,3
pink,pink,7
pink,pipe,2
pink,pony,2
pink,purple,2
pink,purse,2.6666666666666665
pink,rake,2
pink,rattle,3.3333333333333335
pink,rectangle,2
pink,ring,2.5
pink,robe,3
pink,rose,3.3333333333333335
pink,sand,1.6666666666666667
pink,sandal,2.5
pink,satin,2.6666666666666665
pink,scarf,2.75
pink,scooter,3
pink,shirt,3
pink,shoe,2.75
pink,shorts,3.6666666666666665
pink,skirt,3
pink,slipper,3
pink,snail,1.6666666666666667
pink,snow,1
pink,sock,3
pink,spider,1
pink,square,2.3333333333333335
pink,stair,2
pink,star,2
pink,suit,2
pink,sweater,2.6666666666666665
pink,sword,1.6666666666666667
pink,tail,2
pink,teddy,3.25
pink,tights,3
pink,tongue,5.666666666666667
pink,tool,2
pink,towel,2.75
pink,tube,2.3333333333333335
pink,tulip,4
pink,tunnel,2
pink,tutu,4.666666666666667
pink,violet,2.3333333333333335
pink,whale,1
pink,window,1.75
pink,worm,2
pink,yogurt,2.75
pinky,toe,3
pipe,band,2
pipe,cover,2.3333333333333335
pirate,beard,2.3333333333333335
pirate,costume,3
pirate,flag,2.6666666666666665
pirate,girl,2
pirate,guy,2
pirate,hat,2
pirate,ladder,2
pirate,land,2
pirate,movie,2.5
pirate,necklace,2
pirate,ship,2.3333333333333335
pirate,show,2
pirate,station,1.5
pirate,sword,3.3333333333333335
pit,house,2
pita,bread,2.6666666666666665
pitch,fork,2.5
pitch,tar,4.666666666666667
pitcher,glove,2.5
pizza,crust,5
plaid,coat,2.6666666666666665
planet,earth,5.75
plant,debris,2.75
plant,food,3
plant,house,2
plant,pot,3
plant,root,4.666666666666667
plastic,back,2.6666666666666665
plastic,bag,3.5
plastic,ball,3
plastic,bottle,4.666666666666667
plastic,bowl,4
plastic,box,3.5
plastic,card,3.6666666666666665
plastic,circle,2.75
plastic,container,4
plastic,cup,3.75
plastic,cupboard,2.6666666666666665
plastic,duck,3
plastic,edging,2
plastic,fork,3
plastic,glasses,2.5
plastic,grid,2.5
plastic,heron,1
plastic,lid,4.25
plastic,mat,3
plastic,metal,2
plastic,piece,2.75
plastic,sack,4
plastic,spoon,3.6666666666666665
plastic,table,3
plastic,toy,4
plastic,track,2.5
plastic,train,2.3333333333333335
plastic,tray,4.333333333333333
plastic,truck,3
plastic,tunnel,2.6666666666666665
plastic,wallet,3
plastic,wateringcan,5.5
plastic,wrap,4
plastics,company,3
plum,house,1
plum,pudding,2
plum,soup,2
pocket,money,3.25
pointy,fish,3.3333333333333335
pointy,tip,4.666666666666667
pointy,tree,4
poison,apple,2
poison,berry,3
poison,rattlesnake,3.6666666666666665
poison,stem,2.3333333333333335
poke,hole,2.5
poker,game,3
pole,light,2.5
police,car,3.6666666666666665
police,guard,2.6666666666666665
police,hook,1.5
police,man,3.75
police,station,3.6666666666666665
pond,bank,2.25
pond,deer,1
pony,home,2
pony,piece,2
pony,ride,2.5
pony,tail,2.6666666666666665
poo,poo,5
pool,man,2
pool,table,2.75
poop,factory,1.5
poop,poop,6
pooper,scooper,4
pop,corn,2.6666666666666665
pop,guns,2
pop,opera,2.3333333333333335
pop,star,2
popcorn,maker,2.75
popsicle,man,1
popsicle,stick,2.3333333333333335
porcelain,doll,3.25
porcupine,piece,1.5
pork,chop,2.5
post,office,3
potato,chip,4.666666666666667
potato,pie,1.3333333333333333
potato,plant,2.5
potato,salad,3.6666666666666665
potato,scoop,1.6666666666666667
potato,skin,2.6666666666666665
pottery,room,2.5
potty,book,2.3333333333333335
potty,break,3
potty,chair,2.75
potty,sticker,2
pound,ball,2
pound,forty,1.5
pound,hammer,3.3333333333333335
pound,market,1.5
pound,note,3
pound,postage,2.75
pound,prize,1.75
powder,paint,2
prawn,cocktail,2.6666666666666665
prawn,sandwich,2
pregnant,blond,2.5
pregnant,person,3
press,jacket,2.3333333333333335
press,office,2.6666666666666665
press,record,2
pretzel,stick,3
primrose,oil,3
princess,bed,2.5
princess,cake,2
princess,puzzle,2
princess,snack,2
princess,sticker,3
princess,tea,2
print,shop,2.75
prize,game,2.75
property,market,2.5
property,page,2.25
pterodactyl,gate,1
pterodactyl,guy,2.5
pterodactyl,leg,1.6666666666666667
pub,window,2.5
pudding,bag,1.5
puddle,boot,1.6666666666666667
puffin,nose,2.5
puffy,cloud,4.666666666666667
pull,toy,2.75
pumpkin,bear,1
pumpkin,bread,3
pumpkin,face,2
pumpkin,farm,2.3333333333333335
pumpkin,head,1.6666666666666667
pumpkin,muffin,2
pumpkin,pie,3
pumpkin,witch,2
puppet,baby,1.3333333333333333
puppet,house,2
puppet,show,3.3333333333333335
puppet,stage,2.3333333333333335
puppy,bark,2.3333333333333335
puppy,blanket,2.5
puppy,dog,4.333333333333333
puppy,doggy,3.3333333333333335
puppy,food,2.5
puppy,guy,2
puppy,mom,3
puppy,print,2
puppy,sleeping,3
purple,animal,2
purple,ark,2
purple,arm,1
purple,baby,1
purple,back,2
purple,bag,2.3333333333333335
purple,ball,2.6666666666666665
purple,balloon,3.5
purple,basket,2.6666666666666665
purple,bat,1.6666666666666667
purple,bath,1.5
purple,battery,1.6666666666666667
purple,bead,2.3333333333333335
purple,bear,1.5
purple,bed,2.3333333333333335
purple,bird,2
purple,block,3
purple,book,2.3333333333333335
purple,boot,2.25
purple,boxcar,2
purple,bracelet,3
purple,bubble,2
purple,bud,2.6666666666666665
purple,bug,2.5
purple,bunny,1.3333333333333333
purple,button,2.25
purple,cabbage,3.3333333333333335
purple,camera,2
purple,candy,2.6666666666666665
purple,cap,2.6666666666666665
purple,captain,1
purple,car,2.25
purple,card,2.3333333333333335
purple,cartridge,1.6666666666666667
purple,cat,1
purple,chalk,3
purple,circle,2.6666666666666665
purple,coat,2.5
purple,cocoon,2
purple,collar,2
purple,color,3
purple,corner,2
purple,cow,1.3333333333333333
purple,cranium,1
purple,crayon,2.6666666666666665
purple,cup,2.6666666666666665
purple,daddy,1
purple,diamond,1.6666666666666667
purple,dinosaur,2
purple,dog,1
purple,dolphin,1
purple,dot,3.5
purple,dress,3
purple,duck,1.6666666666666667
purple,dude,1
purple,ear,1.25
purple,edge,2
purple,eye,1.6666666666666667
purple,fire,1
purple,fish,2
purple,flag,2.5
purple,flower,3
purple,food,2
purple,footprint,1.25
purple,frog,1.5
purple,girl,1.6666666666666667
purple,grape,5
purple,grey,2.6666666666666665
purple,guy,1
purple,handle,2
purple,hat,2.6666666666666665
purple,head,2
purple,heart,3
purple,horn,2.3333333333333335
purple,jacket,2.3333333333333335
purple,juice,2.5
purple,kangaroo,1
purple,ketchup,1
purple,leg,2
purple,light,2
purple,lipstick,2.75
purple,lollipop,2.6666666666666665
purple,marker,3
purple,mom,1.6666666666666667
purple,monkey,1
purple,moon,1.3333333333333333
purple,mouse,1
purple,necklace,2.6666666666666665
purple,noodle,1.6666666666666667
purple,octagon,2.3333333333333335
purple,octopus,1.6666666666666667
purple,onion,4
purple,pad,2.5
purple,pants,2
purple,patch,2.5
purple,pear,1
purple,pentagon,2.6666666666666665
purple,pepper,1.6666666666666667
purple,pepperoni,1
purple,phone,2.5
purple,pickle,1.3333333333333333
purple,pillow,2.6666666666666665
purple,plant,2.75
purple,pony,1
purple,pot,2.5
purple,present,2.3333333333333335
purple,puppy,1.25
purple,purse,3
purple,rain,1
purple,raindrop,1
purple,red,2.6666666666666665
purple,reindeer,1.5
purple,ring,2.25
purple,robe,3
purple,room,2
purple,saber,2.3333333333333335
purple,salad,1.3333333333333333
purple,sand,1.5
purple,sandbox,3
purple,scissors,2.6666666666666665
purple,screw,2
purple,scribble,2.6666666666666665
purple,shirt,2.6666666666666665
purple,shoe,3
purple,shovel,2
purple,snail,1.75
purple,snake,1.6666666666666667
purple,sock,2
purple,soda,2
purple,spaghetti,1
purple,spider,2
purple,spoon,2.5
purple,square,2
purple,stage,1.75
purple,star,2
purple,stick,2
purple,submarine,1.6666666666666667
purple,suit,2.5
purple,sweater,2.5
purple,tail,1
purple,teddy,2.5
purple,top,3
purple,tower,1.75
purple,train,2
purple,triangle,2.5
purple,truck,2
purple,trunk,2
purple,turtle,1.3333333333333333
purple,water,2
purple,wheel,2
purple,wiggle,1.5
purple,window,1.6666666666666667
purple,wing,1.5
purple,worm,1.25
purple,wrapper,2
purple,yellow,2
push,bike,2.3333333333333335
pussy,cat,4.75
pussy,hair,3.5
putty,hand,1.5
puzzle,board,2
puzzle,book,2.6666666666666665
puzzle,box,3
puzzle,game,3
puzzle,maker,3
puzzle,piece,3.3333333333333335
puzzle,pile,2
quarry,tile,1.3333333333333333
quarter,bag,2
quarter,cup,2
quarter,inch,2.3333333333333335
quarter,moon,2.75
quarter,motor,2.25
quarter,past,3
quarter,pipe,2.6666666666666665
quarter,teaspoon,2.6666666666666665
queen,crab,2.3333333333333335
queen,king,1
questionnaire,letter,2.5
quiz,game,3
rabbit,hole,3
rabbit,pie,1.6666666666666667
rabbit,stew,2.3333333333333335
rabbit,tiger,1.25
racing,car,2
racing,pigeon,1.6666666666666667
radio,cassette,3.6666666666666665
radio,repair,2
rag,doll,3.3333333333333335
rail,road,3
rail,ticket,3
railroad,track,3.6666666666666665
railway,line,3.5
railway,track,3
rain,colors,2.3333333333333335
rain,day,3
rain,forest,3.5
rain,glasses,2
rain,shower,3.6666666666666665
rain,storm,5
rain,umbrella,5.25
rainbow,crayon,2
rainbow,parrot,3.5
rainy,day,3
raisin,bun,2.5
raisin,cookie,3
raptor,guy,2
raspberry,patch,2.6666666666666665
record,button,2
record,case,2
record,player,3.5
record,run,2
rectangle,book,4.666666666666667
rectangle,diamond,1.6666666666666667
rectangle,door,3.6666666666666665
red,airplane,2
red,ant,4
red,apple,5
red,bag,3
red,ball,3
red,balloon,3.6666666666666665
red,barn,5
red,basket,2.6666666666666665
red,bat,3
red,bead,3.25
red,bear,2
red,bed,2.3333333333333335
red,bell,2.5
red,belly,1.6666666666666667
red,berry,4.666666666666667
red,bicycle,2.75
red,bike,3
red,bin,2.6666666666666665
red,bird,3
